1.0565,1.0482
2.4453,2.4232
1.0639,1.0811
1.0605,1.1075
1.0605,1.125
1.0743,1.1425
1.0985,1.1689
1.0985,1.1776
1.1192,1.2127
1.14,1.239
1.1676,1.2785
1.1953,1.3048
1.254,1.3618
1.2886,1.3838
1.3059,1.4189
1.3266,1.4715
1.3404,1.5154
1.3681,1.5768
1.4026,1.6513
1.4303,1.7215
1.4407,1.7829
1.4407,1.8399
1.4303,1.8838
1.413,1.9583
1.3992,1.9846
1.3543,2.0022
1.3543,2.0022
1.2886,2.011
1.2782,2.011
1.2229,1.9934
1.2022,1.9803
1.1711,1.9496
1.1538,1.9232
1.1158,1.8838
1.1123,1.8794
1.0881,1.8311
1.0674,1.7829
1.0536,1.8004
1.0536,1.8618
1.0467,1.8838
1.0501,1.932
1.0536,1.9715
1.0605,2.0154
1.0847,2.0504
1.1296,2.0768
1.1815,2.0943
1.2679,2.1031
1.3508,2.1031
1.4303,2.0987
1.4649,2.0899
1.2229,2.1075
1.3128,2.1206
1.3923,2.1031
1.496,2.0461
1.5202,1.9759
1.5167,1.9232
1.5202,1.875
1.5409,1.7961
1.5409,1.739
1.5305,1.6996
1.5271,1.6513
1.5202,1.6075
1.5063,1.5504
1.4891,1.5154
1.4787,1.4846
1.4614,1.4232
1.4407,1.3882
1.4234,1.3575
1.3957,1.3092
1.3681,1.2566
1.3508,1.2303
1.3128,1.1908
1.2851,1.1601
1.2817,1.125
1.3162,1.1075
1.3819,1.1118
1.4407,1.1425
1.4891,1.1732
1.5305,1.2171
1.5651,1.2478
1.6238,1.3136
1.6411,1.3531
1.655,1.3794
1.6791,1.4232
1.0847,1.0241
1.1365,1.0241
1.1849,1.0197
1.2402,1.0197
1.299,1.0197
1.337,1.0197
1.3854,1.0241
1.4026,1.0241
1.4407,1.0241
1.4787,1.0329
1.5132,1.0461
1.5478,1.0548
1.5893,1.068
1.648,1.0987
1.6688,1.1206
1.6999,1.1645
1.7103,1.1952
1.7379,1.2083
1.7379,1.239
1.7552,1.261
1.7656,1.3268
1.7828,1.4057
1.7897,1.4408
1.7897,1.4934
1.7552,1.5241
1.7448,1.5241
1.7068,1.511
1.6999,1.489
1.0881,1.9583
1.102,2.0154
1.1642,2.0329
1.1331,1.9803
1.0916,1.9408
1.1469,2.0329
1.2402,2.0636
1.2644,2.0636
1.1918,2.0417
1.2229,2.0373
1.3439,2.0461
1.3093,2.0592
1.3992,2.0636
1.4303,2.0461
1.4752,2.0022
1.4303,2.0066
1.451,1.9715
1.4649,1.9408
1.4787,1.8882
1.4649,1.8355
1.4891,1.818
1.4891,1.7478
1.4752,1.7259
1.4649,1.6776
1.4752,1.6689
1.4407,1.6031
1.4718,1.625
1.4752,1.5811
1.4338,1.5285
1.4061,1.568
1.451,1.568
1.4545,1.5461
1.4096,1.5066
1.3819,1.5066
1.413,1.4715
1.3957,1.4276
1.3785,1.3925
1.4234,1.3838
1.4303,1.4408
1.3543,1.4583
1.3612,1.4232
1.3957,1.4671
1.3612,1.3969
1.3404,1.3706
1.3197,1.3662
1.2955,1.3311
1.3543,1.3311
1.3957,1.3443
1.3439,1.3224
1.3301,1.2961
1.2955,1.2566
1.254,1.261
1.2506,1.3004
1.2402,1.3268
1.2713,1.3004
1.2368,1.2522
1.1953,1.2478
1.178,1.2303
1.1745,1.2171
1.2056,1.2083
1.2506,1.2127
1.2782,1.2127
1.2921,1.2127
1.2333,1.1776
1.1884,1.1689
1.1642,1.1645
1.1262,1.1513
1.1469,1.1864
1.1469,1.1338
1.1054,1.0899
1.102,1.0899
1.095,1.1075
1.1123,1.1075
1.1365,1.0899
1.1365,1.0592
1.1573,1.0548
1.1953,1.068
1.1953,1.1162
1.1953,1.1469
1.2264,1.1425
1.2368,1.1162
1.2333,1.0855
1.254,1.068
1.2748,1.068
1.3197,1.0724
1.3646,1.0768
1.4061,1.0855
1.4407,1.0987
1.4683,1.1031
1.4994,1.1118
1.5478,1.1513
1.5789,1.182
1.6135,1.2259
1.6411,1.2654
1.6722,1.318
1.7033,1.4013
1.731,1.4539
1.7621,1.4013
1.7621,1.3706
1.7241,1.2917
1.6964,1.239
1.6722,1.1996
1.6273,1.1689
1.6066,1.1469
1.5755,1.125
1.5478,1.1118
1.5374,1.0987
1.1987,1.8048
1.1745,1.7829
1.1745,1.7478
1.1711,1.7127
1.1607,1.6864
1.1503,1.6338
1.1538,1.5855
1.178,1.5724
1.2126,1.568
1.2264,1.568
1.2851,1.6031
1.2886,1.6118
1.3059,1.6513
1.3162,1.6776
1.3162,1.682
1.3128,1.7215
1.2748,1.7039
1.2609,1.6513
1.2368,1.6382
1.2229,1.6118
1.2022,1.6075
1.1884,1.6425
1.2056,1.6952
1.216,1.7259
1.2333,1.7434
1.2402,1.7741
1.2298,1.8048
1.2126,1.818
1.2471,1.6031
1.2644,1.5987
1.2851,1.6382
1.2955,1.6557
1.216,1.6513
1.6066,1.5197
1.6066,1.5197
1.6411,1.5504
1.6411,1.5504
1.6446,1.568
1.6688,1.5987
1.6826,1.6118
1.6964,1.6162
1.7483,1.6162
1.7725,1.6206
1.807,1.6206
1.8762,1.6118
1.9038,1.6075
1.9868,1.6031
2.0386,1.6031
2.0904,1.6206
2.0939,1.6075
2.1457,1.6075
2.1699,1.6075
2.2149,1.6294
2.2598,1.682
2.2632,1.7039
2.2771,1.7566
2.2771,1.7961
2.2805,1.818
2.2805,1.8706
2.2702,1.8925
2.2702,1.9364
2.2598,1.9715
2.2287,1.9978
2.2287,1.9978
2.2218,1.9978
2.2045,1.9978
2.1872,1.9978
2.201,1.9408
2.2045,1.932
2.2045,1.8838
2.1976,1.8575
2.1803,1.8224
2.1699,1.8092
2.1561,1.7785
