1.1025,1.0658
2.451,2.4452
1.6964,1.8092
1.7172,1.7697
1.7379,1.8004
1.7241,1.8355
1.6861,1.875
1.6619,1.8048
1.6757,1.7434
1.7206,1.739
1.769,1.7654
1.7794,1.8136
1.7621,1.8575
1.731,1.9013
1.6584,1.9101
1.6342,1.8224
1.6308,1.7478
1.6619,1.6996
1.693,1.682
1.7379,1.682
1.7794,1.7083
1.8036,1.7346
1.8139,1.761
1.8139,1.8004
1.807,1.8443
1.7932,1.8925
1.7656,1.9364
1.7137,1.9627
1.655,1.9539
1.6169,1.8925
1.6619,1.8706
1.5824,1.818
1.5893,1.8487
1.5962,1.9232
1.6238,1.9715
1.6757,2.011
1.7172,2.0154
1.7586,1.9934
1.8001,1.9803
1.8243,1.932
1.8347,1.9101
1.8658,1.8311
1.8727,1.7829
1.8727,1.7346
1.8485,1.6908
1.8381,1.6864
1.8139,1.682
1.7863,1.6689
1.7621,1.6425
1.7344,1.625
1.6826,1.6162
1.6619,1.6162
1.6377,1.6162
1.6135,1.6513
1.5997,1.6732
1.5962,1.6996
1.5927,1.7303
1.572,1.7566
1.5651,1.7697
1.5582,1.8048
1.5547,1.8575
1.5513,1.8969
1.5547,1.9583
1.572,2.0022
1.6169,2.0461
1.6515,2.0724
1.6791,2.0724
1.7241,2.0724
1.7483,2.068
1.7794,2.0636
1.8209,2.0329
1.8796,1.9715
1.8934,1.932
1.8589,1.9934
1.8865,1.8706
1.9176,1.8004
1.9245,1.875
1.9073,1.8355
1.9211,1.7654
1.9073,1.7346
1.9073,1.6776
1.8762,1.6557
1.8589,1.6338
1.8278,1.625
1.7932,1.5987
1.7794,1.5855
1.7656,1.5636
1.7379,1.5636
1.7172,1.5636
1.6722,1.5636
1.6515,1.5636
1.5962,1.5636
1.5651,1.6294
1.6066,1.6206
1.5893,1.5899
1.572,1.6689
1.5685,1.7127
1.5478,1.7346
1.5513,1.6952
1.5305,1.7039
1.5236,1.739
1.5236,1.7741
1.5305,1.8092
1.5132,1.8487
1.5029,1.875
1.5236,1.9189
1.5374,1.9276
1.5271,1.9671
1.5132,1.9759
1.5513,2.0373
1.5513,2.0373
1.5755,2.0724
1.5893,2.0855
1.6238,2.0987
1.648,2.1075
1.6861,2.125
1.7448,2.125
1.7967,2.1031
1.8312,2.0899
1.8727,2.0592
1.9073,2.0197
1.9211,1.9539
1.9418,1.9189
1.9798,1.8399
1.9868,1.7917
1.9729,1.7478
1.9522,1.7039
1.9418,1.6689
1.9349,1.6294
1.9073,1.5855
1.9003,1.5768
1.8485,1.5548
1.8105,1.5373
1.7759,1.5329
1.7241,1.511
1.693,1.4934
1.6584,1.4846
1.6066,1.5066
1.5651,1.5373
1.5305,1.5636
1.5132,1.6118
1.5132,1.6469
1.5167,1.682
1.5409,1.6294
1.4891,1.6776
1.4891,1.6776
1.4718,1.7654
1.4787,1.7961
1.5063,1.7741
1.4994,1.761
1.496,1.7522
1.4787,1.8575
1.4787,1.8969
1.4718,1.9276
1.4338,1.8662
1.4649,1.818
1.4545,1.8882
1.4441,1.9452
1.4649,1.9671
1.4821,1.9846
1.4925,2.0592
1.5444,2.0417
1.5098,2.0154
1.4752,2.0241
1.5271,2.0724
1.5685,2.1075
1.5374,2.1075
1.6066,2.1294
1.6135,2.1294
1.655,2.1338
1.648,2.1557
1.6377,2.1689
1.6722,2.1732
1.6999,2.1732
1.7344,2.1732
1.7552,2.1732
1.7828,2.1645
1.7967,2.1513
1.8174,2.1382
1.8554,2.125
1.8762,2.1118
1.928,2.0768
1.9418,2.0417
1.9522,2.0154
1.9729,1.9627
1.9833,1.9232
1.9868,1.8838
2.0144,1.7873
2.004,1.739
1.9937,1.7127
1.9868,1.6645
1.9729,1.6469
1.9695,1.6162
1.9556,1.5855
1.9453,1.5504
1.9107,1.5197
1.8762,1.5022
1.8589,1.5022
1.8381,1.4978
1.8105,1.4803
1.7932,1.4759
1.7828,1.4759
1.7517,1.4715
1.7344,1.4715
1.6826,1.4539
1.6411,1.4496
1.5997,1.4496
1.5651,1.4846
1.5478,1.489
1.4891,1.511
1.4925,1.5373
1.5271,1.511
1.496,1.5636
1.4856,1.5987
1.4787,1.6118
1.4476,1.6557
1.4545,1.6864
1.4545,1.7259
1.4303,1.7522
1.4268,1.7741
1.4303,1.8136
1.4303,1.8268
1.3992,1.8794
1.4234,1.932
1.4407,1.9715
1.4545,2.011
1.4649,2.0504
1.4856,2.0943
1.5167,2.1294
1.5444,2.1425
1.6031,2.1776
1.6411,2.1996
1.5789,2.1864
1.7137,2.1952
1.7206,2.1952
1.7621,2.1996
1.845,2.2039
1.8623,2.182
1.9038,2.1557
1.9142,2.1425
1.9349,2.1162
1.9487,2.0899
1.9764,2.0241
1.9937,1.9803
2.004,1.9364
2.0179,1.8794
2.0248,1.8487
2.0282,1.818
2.0386,1.7566
2.0386,1.7215
2.0351,1.6864
2.0248,1.6513
2.0075,1.5943
2.0006,1.568
1.9902,1.5285
1.9591,1.4846
1.9107,1.4627
1.8796,1.4583
1.8243,1.4452
1.7621,1.4189
1.7275,1.4101
1.6688,1.3925
1.6135,1.3925
1.572,1.3969
1.5374,1.4232
1.5029,1.4539
1.4821,1.4671
1.4683,1.4978
1.4476,1.5592
1.4268,1.6118
1.4199,1.6601
1.3957,1.7478
1.3888,1.7917
1.3854,1.8268
1.4096,1.7127
1.3854,1.7961
1.375,1.8969
1.3785,1.9715
1.3854,2.0154
1.4096,2.0548
1.4407,2.0811
1.4579,2.1118
1.496,2.1557
1.5305,2.1776
1.61,2.239
1.6826,2.2434
1.7379,2.2522
1.7932,2.2522
1.8139,2.2303
2.1319,1.3268
2.0801,1.3004
2.0801,1.2961
2.0732,1.2522
2.0732,1.2215
2.0904,1.1952
2.125,1.1557
2.1423,1.1513
2.201,1.182
2.2356,1.2303
2.2529,1.2741
2.2632,1.3794
2.2494,1.4145
2.2183,1.4057
2.1976,1.3882
2.1734,1.3487
2.2218,1.3443
2.2632,1.3443
2.246,1.2961
2.2114,1.2961
2.1976,1.2566
2.1941,1.2434
2.1561,1.2215
2.1492,1.2171
2.125,1.2478
2.163,1.2785
2.1768,1.318
2.1734,1.1776
2.3842,2.4189
2.3393,2.4496
2.4015,2.4539
2.3116,2.4189
2.3116,2.3706
2.322,2.3224
2.3358,2.2873
2.3566,2.2697
2.3808,2.2654
2.405,2.2654
2.4257,2.3004
2.4291,2.3355
2.4499,2.3969
2.4084,2.3443
2.3808,2.318
2.3669,2.318
2.3635,2.3706
2.3462,2.4101
2.4153,2.3925
2.3808,2.2171
2.3289,2.2171
2.3082,2.2259
2.2944,2.2522
2.2805,2.2873
2.2702,2.3443
2.2702,2.3662
2.2805,2.4189
1.0916,1.1118
1.0778,1.1645
1.0778,1.182
1.095,1.2303
1.1054,1.239
1.1227,1.261
1.1711,1.261
1.2126,1.261
1.2886,1.2566
1.3197,1.2303
1.3128,1.182
1.2748,1.1601
1.2402,1.1425
1.2126,1.1162
1.1953,1.0768
1.1745,1.068
1.1503,1.0548
1.1262,1.0811
1.1365,1.125
1.1711,1.1338
1.216,1.1601
1.2471,1.1908
1.2506,1.2741
1.1953,1.2259
1.1469,1.182
1.1262,1.2083
1.1503,1.2127
1.1918,1.1908
1.1676,1.2917
1.1815,1.2917
1.2229,1.3004
1.2713,1.3048
1.3543,1.2829
1.3577,1.2346
1.2955,1.2171
1.2851,1.2171
1.2575,1.2215
1.3543,1.1864
1.3197,1.1469
1.2748,1.1382
1.254,1.1118
1.2333,1.0899
1.3128,1.3004
